APMC,Commodity,Year,date,modal_price,Type,msprice,fluctuation,Relative_fluctuation
Kurdwadi,Wheat(Husked),2016,2016-02,2111,Rabi Crops,,223,11
Ner Parasopant,Pigeon Pea (Tur),2016,2016-03,7788,Kharif Crops,4625.0,223,3
Karanja,Sorgum(Jawar),2015,2015-02,1419,Kharif Crops,1590.0,223,16
Phaltan,Maize,2016,2016-01,1475,Kharif Crops,1365.0,223,16
Sinner,Maize,2015,2015-12,1417,Kharif Crops,1325.0,223,17
Jafrabad,Wheat(Husked),2015,2015-09,1458,Rabi Crops,1525.0,223,16
Washim,Wheat(Husked),2014,2014-10,1521,Rabi Crops,1450.0,223,15
Vasai,Paddyunhusked,2015,2015-09,1533,Kharif Crops,1410.0,223,15
Bhokar,Wheat(Husked),2015,2015-07,1505,Rabi Crops,1525.0,223,15
Gevrai,Bajri,2015,2015-11,1502,Kharif Crops,1275.0,223,15
Pachora,Wheat(Husked),2016,2016-05,1560,Rabi Crops,,223,15
Chalisgaon,Sorgum(Jawar),2015,2015-09,1378,Kharif Crops,1590.0,223,18
Nagbhid,Paddyunhusked,2016,2016-07,2256,Kharif Crops,1470.0,223,11
Partur,Wheat(Husked),2015,2015-11,1674,Rabi Crops,1525.0,223,14
Manora,Wheat(Husked),2016,2016-08,1688,Rabi Crops,,223,14
Kalamb (Os),Bajri,2015,2015-11,2470,Kharif Crops,1275.0,223,14
Parola,Wheat(Husked),2016,2016-09,1409,Rabi Crops,,223,16
Gangapur,Pigeon Pea (Tur),2016,2016-01,8211,Kharif Crops,4625.0,223,3
Raver,Wheat(Husked),2014,2014-09,1413,Rabi Crops,1450.0,223,16
Ausa,Sunflower,2014,2014-10,2864,Kharif Crops,3750.0,223,8
Lasalgaon-Vinchur,Wheat(Husked),2016,2016-07,1906,Rabi Crops,,223,13
Yeola,Wheat(Husked),2015,2015-02,1524,Rabi Crops,1525.0,222,15
Purna,Sorgum(Jawar),2016,2016-01,1473,Kharif Crops,1650.0,222,15
Gondpimpri,Pigeon Pea (Tur),2015,2015-04,5614,Kharif Crops,4425.0,222,4
Dondaicha,Sorgum(Jawar),2015,2015-06,1490,Kharif Crops,1590.0,222,16
Nampur,Bajri,2016,2016-09,1525,Kharif Crops,1330.0,222,15
Manmad,Wheat(Husked),2015,2015-08,1522,Rabi Crops,1525.0,222,15
Shevgaon,Wheat(Husked),2016,2016-09,1869,Rabi Crops,,222,13
Akola,Maize,2015,2015-06,1239,Kharif Crops,1325.0,222,19
Narkhed,Cotton,2016,2016-05,4784,Kharif Crops,3860.0,222,5
Morshi,Pigeon Pea (Tur),2014,2014-12,4611,Kharif Crops,4350.0,222,5
Murbad,Paddyunhusked,2014,2014-10,1611,Kharif Crops,1360.0,222,13
Pandharpur,Sorgum(Jawar),2015,2015-01,2064,Kharif Crops,1590.0,222,12
Patur,Sorgum(Jawar),2016,2016-04,1416,Kharif Crops,1650.0,222,17
Mantha,Wheat(Husked),2014,2014-09,1539,Rabi Crops,1450.0,222,15
Lonar,Sorgum(Jawar),2016,2016-09,1680,Kharif Crops,1650.0,222,14
Indapur,Bajri,2016,2016-06,1861,Kharif Crops,1330.0,222,13
Shegaon,Sorgum(Jawar),2016,2016-11,1360,Kharif Crops,1650.0,222,17
Lasur Station,Bajri,2016,2016-07,1743,Kharif Crops,1330.0,222,13
Rajura,Cotton,2016,2016-02,4408,Kharif Crops,3860.0,222,6
Patur,Wheat(Husked),2014,2014-10,1383,Rabi Crops,1450.0,222,16
Karanja,Wheat(Husked),2014,2014-09,1458,Rabi Crops,1450.0,222,16
Dudhani,Sorgum(Jawar),2016,2016-03,1934,Kharif Crops,1650.0,222,12
Latur,Bajri,2016,2016-05,1767,Kharif Crops,1330.0,222,13
Kalvan,Maize,2016,2016-01,1480,Kharif Crops,1365.0,222,16
Manmad,Maize,2014,2014-11,1130,Kharif Crops,1310.0,222,21
Shahada,Maize,2015,2015-05,1051,Kharif Crops,1325.0,222,21
Zarijamini,Pigeon Pea (Tur),2015,2015-05,6313,Kharif Crops,4425.0,222,4
Ausa,Safflower,2016,2016-03,2625,Rabi Crops,,221,9
Anajngaon Surji,Sorgum(Jawar),2016,2016-06,1393,Kharif Crops,1650.0,221,16
Vaijapur,Maize,2016,2016-11,1153,Kharif Crops,1365.0,221,21
Ulhasnagar,Sugarcane,2016,2016-08,425,Other Crops,230.0,221,52
Kopargaon,Sorgum(Jawar),2015,2015-12,1448,Kharif Crops,1590.0,221,16
Loha,Sorgum(Jawar),2015,2015-04,1251,Kharif Crops,1590.0,221,19
Amarawati,Wheat(Husked),2015,2015-08,1717,Rabi Crops,1525.0,221,13
Chikhali,Sorgum(Jawar),2015,2015-03,1316,Kharif Crops,1590.0,221,17
Sangli-Miraj,Wheat(Unhusked),2016,2016-01,3765,Rabi Crops,,221,6
Bhokar,Wheat(Husked),2016,2016-04,1538,Rabi Crops,,221,15
Mul,Paddyunhusked,2014,2014-12,1903,Kharif Crops,1360.0,221,12
Latur,Bajri,2015,2015-05,1283,Kharif Crops,1275.0,221,17
Paithan,Wheat(Husked),2014,2014-11,1488,Rabi Crops,1450.0,221,15
Sakri,Bajri,2016,2016-11,1272,Kharif Crops,1330.0,221,18
Shevgaon-Bodhegaon,Bajri,2014,2014-12,1266,Kharif Crops,1250.0,221,18
Ahmednagar,Wheat(Husked),2016,2016-02,2003,Rabi Crops,,221,12
Satana,Wheat(Husked),2015,2015-09,1583,Rabi Crops,1525.0,221,14
Kej,Bajri,2015,2015-04,1493,Kharif Crops,1275.0,221,15
Dhule,Bajri,2015,2015-09,1391,Kharif Crops,1275.0,221,17
Manwat,Cotton,2016,2016-01,4621,Kharif Crops,3860.0,221,5
Amarawati,Pigeon Pea (Tur),2016,2016-07,8462,Kharif Crops,4625.0,221,3
Pandharpur,Sorgum(Jawar),2015,2015-03,1851,Kharif Crops,1590.0,221,13
Dhule,Maize,2016,2016-11,1141,Kharif Crops,1365.0,221,20
Sindkhed Raja,Sorgum(Jawar),2016,2016-02,1480,Kharif Crops,1650.0,220,15
Indapur-Bhigwan,Sunflower,2014,2014-11,2590,Kharif Crops,3750.0,220,9
Ahmedpur,Sesamum,2016,2016-09,5177,Kharif Crops,4800.0,220,5
Bhivandi,Rice(Paddyhus),2015,2015-02,1558,Kharif Crops,1450.0,220,15
Gondiya,Paddyunhusked,2016,2016-01,1504,Kharif Crops,1470.0,220,15
Shevgaon-Bodhegaon,Pigeon Pea (Tur),2016,2016-03,7173,Kharif Crops,4625.0,220,4
Dhamangaon-Rly,Wheat(Husked),2015,2015-08,1400,Rabi Crops,1525.0,220,16
Umarga,Pigeon Pea (Tur),2016,2016-10,6800,Kharif Crops,4625.0,220,4
Washim,Wheat(Husked),2015,2015-11,1565,Rabi Crops,1525.0,220,15
Latur-Murud,Sorgum(Jawar),2016,2016-02,1611,Kharif Crops,1650.0,220,14
Maregaon,Cotton,2016,2016-11,4786,Kharif Crops,3860.0,220,5
Pathardi,Bajri,2014,2014-11,1346,Kharif Crops,1250.0,220,17
Kada (Ashti),Sorgum(Jawar),2015,2015-07,1600,Kharif Crops,1590.0,220,14
Buldhana-Dhad,Maize,2016,2016-09,1460,Kharif Crops,1365.0,220,16
Nagpur,Rice(Paddyhus),2014,2014-12,3335,Kharif Crops,1400.0,220,7
Shrirampur,Maize,2014,2014-12,987,Kharif Crops,1310.0,220,23
Chopda,Sorgum(Jawar),2015,2015-06,1411,Kharif Crops,1590.0,220,17
Latur,Sorgum(Jawar),2016,2016-08,1653,Kharif Crops,1650.0,220,14
Shrirampur,Wheat(Husked),2015,2015-08,1546,Rabi Crops,1525.0,220,15
Kopargaon,Maize,2016,2016-11,1170,Kharif Crops,1365.0,220,21
