APMC,Commodity,Year,date,modal_price,Type,msprice,fluctuation,Relative_fluctuation
Sonpeth,Sorgum(Jawar),2015,2015-06,1678,Kharif Crops,1590.0,677,37
Pusad,Wheat(Husked),2015,2015-04,1750,Rabi Crops,1525.0,677,41
Nira-Saswad,Sorgum(Jawar),2016,2016-07,2005,Kharif Crops,1650.0,677,34
Shevgaon,Pigeon Pea (Tur),2015,2015-12,8891,Kharif Crops,4425.0,677,8
Lasur Station,Sorgum(Jawar),2015,2015-07,1632,Kharif Crops,1590.0,677,43
Chandur Bajar,Pigeon Pea (Tur),2015,2015-01,4733,Kharif Crops,4425.0,677,15
Akola,Pigeon Pea (Tur),2015,2015-01,5166,Kharif Crops,4425.0,677,14
Phaltan,Sorgum(Jawar),2016,2016-09,1867,Kharif Crops,1650.0,677,35
Wardha,Pigeon Pea (Tur),2016,2016-03,8391,Kharif Crops,4625.0,676,9
Hinganghat,Pigeon Pea (Tur),2016,2016-11,5405,Kharif Crops,4625.0,676,13
Anajngaon Surji,Pigeon Pea (Tur),2015,2015-06,6762,Kharif Crops,4425.0,676,11
Hingoli-Kanegaon Naka,Pigeon Pea (Tur),2016,2016-11,5646,Kharif Crops,4625.0,676,13
Amalner,Pigeon Pea (Tur),2016,2016-04,6844,Kharif Crops,4625.0,675,11
Pathardi,Pigeon Pea (Tur),2015,2015-02,5200,Kharif Crops,4425.0,675,13
Sillod,Pigeon Pea (Tur),2016,2016-04,7025,Kharif Crops,4625.0,675,10
Phaltan,Bajri,2014,2014-12,1633,Kharif Crops,1250.0,675,42
Darwha,Pigeon Pea (Tur),2015,2015-12,8377,Kharif Crops,4425.0,675,9
Baramati,Wheat(Husked),2015,2015-04,1850,Rabi Crops,1525.0,675,34
Lonand,Sorgum(Jawar),2015,2015-10,1913,Kharif Crops,1590.0,675,35
Phaltan,Wheat(Husked),2015,2015-10,1700,Rabi Crops,1525.0,675,38
Pusad,Bajri,2016,2016-11,1915,Kharif Crops,1330.0,675,38
Bhokar,Cotton,2016,2016-10,4417,Kharif Crops,3860.0,675,16
Kille Dharur,Wheat(Husked),2016,2016-11,2108,Rabi Crops,,675,31
Barshi,Sorgum(Jawar),2016,2016-01,1979,Kharif Crops,1650.0,675,34
Dudhani,Sorgum(Jawar),2014,2014-12,1319,Kharif Crops,1550.0,675,48
Shevgaon,Pigeon Pea (Tur),2016,2016-01,8409,Kharif Crops,4625.0,674,9
Jalna,Sorgum(Jawar),2015,2015-10,1537,Kharif Crops,1590.0,674,44
Varora,Pigeon Pea (Tur),2016,2016-06,8323,Kharif Crops,4625.0,674,9
Mumbai,Spilt Gerrn Gram,2016,2016-10,6533,Kharif Crops,4800.0,674,11
Parbhani,Pigeon Pea (Tur),2015,2015-04,5723,Kharif Crops,4425.0,674,13
Kolhapur-Laxmipuri,Wheat(Husked),2016,2016-04,2750,Rabi Crops,,673,26
Pune,Gr.Nut Kernels,2016,2016-08,9485,Kharif Crops,4120.0,673,8
Wardha,Cotton,2016,2016-04,4868,Kharif Crops,3860.0,673,15
Pandharkawada,Pigeon Pea (Tur),2016,2016-01,8408,Kharif Crops,4625.0,672,9
Ulhasnagar,Sugarcane,2016,2016-06,424,Other Crops,230.0,672,106
Lonar,Pigeon Pea (Tur),2014,2014-09,4569,Kharif Crops,4350.0,671,15
Pune,Wheat(Husked),2015,2015-06,2488,Rabi Crops,1525.0,671,28
Barshi,Pigeon Pea (Tur),2015,2015-10,7826,Kharif Crops,4425.0,671,9
Khamgaon,Sesamum,2016,2016-09,5659,Kharif Crops,4800.0,670,12
Indapur-Bhigwan,Bajri,2016,2016-01,1594,Kharif Crops,1330.0,670,38
Sailu,Sorgum(Jawar),2015,2015-05,1307,Kharif Crops,1590.0,670,46
Barshi,Wheat(Husked),2015,2015-06,1849,Rabi Crops,1525.0,670,38
Kundalwadi,Pigeon Pea (Tur),2015,2015-12,8000,Kharif Crops,4425.0,670,9
Hadgaon-Tamsa,Pigeon Pea (Tur),2016,2016-04,8977,Kharif Crops,4625.0,669,8
Baramati,Sorgum(Jawar),2016,2016-06,1861,Kharif Crops,1650.0,669,34
Pathardi,Wheat(Husked),2016,2016-08,1870,Rabi Crops,,669,36
Bhokar,Cotton,2016,2016-05,4828,Kharif Crops,3860.0,669,15
Kille Dharur,Pigeon Pea (Tur),2014,2014-09,3809,Kharif Crops,4350.0,669,18
Jamkhed,Sorgum(Jawar),2016,2016-02,1948,Kharif Crops,1650.0,669,35
Pusad,Wheat(Husked),2016,2016-07,1944,Rabi Crops,,668,34
Barshi,Sorgum(Jawar),2015,2015-07,1955,Kharif Crops,1590.0,668,35
Kurdwadi,Pigeon Pea (Tur),2014,2014-11,3354,Kharif Crops,4350.0,668,20
Chalisgaon,Pigeon Pea (Tur),2016,2016-05,7549,Kharif Crops,4625.0,668,10
Gevrai,Sorgum(Jawar),2014,2014-10,1725,Kharif Crops,1550.0,668,37
Gevrai,Wheat(Husked),2016,2016-09,1961,Rabi Crops,,668,35
Nira,Sorgum(Jawar),2015,2015-03,1934,Kharif Crops,1590.0,668,35
Indapur (Nimgaon Ketki),Sorgum(Jawar),2015,2015-09,1425,Kharif Crops,1590.0,667,45
Kurdwadi,Pigeon Pea (Tur),2016,2016-07,6433,Kharif Crops,4625.0,667,11
Ahmednagar,Sorgum(Jawar),2016,2016-05,2046,Kharif Crops,1650.0,667,34
Baramati,Sorgum(Jawar),2015,2015-10,1825,Kharif Crops,1590.0,667,36
Paranda,Pigeon Pea (Tur),2016,2016-03,6833,Kharif Crops,4625.0,667,10
Dhule,Wheat(Husked),2015,2015-05,1391,Rabi Crops,1525.0,667,45
Barshi,Pigeon Pea (Tur),2016,2016-03,7327,Kharif Crops,4625.0,667,9
Malkapur,Pigeon Pea (Tur),2014,2014-11,4883,Kharif Crops,4350.0,667,15
Washim,Sorgum(Jawar),2016,2016-03,1217,Kharif Crops,1650.0,667,46
Telhara,Pigeon Pea (Tur),2016,2016-02,7565,Kharif Crops,4625.0,666,9
Buldhana,Pigeon Pea (Tur),2016,2016-10,5583,Kharif Crops,4625.0,666,12
Mantha,Pigeon Pea (Tur),2016,2016-01,8478,Kharif Crops,4625.0,666,8
Nandgaon,Sorgum(Jawar),2016,2016-02,1741,Kharif Crops,1650.0,665,42
Gevrai,Wheat(Husked),2016,2016-08,1939,Rabi Crops,,665,35
Gevrai,Pigeon Pea (Tur),2016,2016-07,7909,Kharif Crops,4625.0,665,9
Mangrulpeer,Wheat(Husked),2015,2015-04,1629,Rabi Crops,1525.0,665,44
Chalisgaon,Pigeon Pea (Tur),2015,2015-02,4818,Kharif Crops,4425.0,665,14
Akola,Pigeon Pea (Tur),2016,2016-09,6496,Kharif Crops,4625.0,665,11
Jamkhed,Sorgum(Jawar),2016,2016-01,1945,Kharif Crops,1650.0,665,35
Lasur Station,Sorgum(Jawar),2016,2016-06,1850,Kharif Crops,1650.0,665,35
Daryapur,Pigeon Pea (Tur),2014,2014-11,5288,Kharif Crops,4350.0,665,13
Akot,Pigeon Pea (Tur),2016,2016-04,8725,Kharif Crops,4625.0,665,8
Ulhasnagar,Sorgum(Jawar),2016,2016-10,2221,Kharif Crops,1650.0,664,31
Barshi-Vairag,Sorgum(Jawar),2016,2016-02,1954,Kharif Crops,1650.0,664,34
Umarga,Pigeon Pea (Tur),2016,2016-02,8111,Kharif Crops,4625.0,664,9
Manwat,Pigeon Pea (Tur),2016,2016-06,8324,Kharif Crops,4625.0,664,9
Kille Dharur,Wheat(Husked),2016,2016-03,2721,Rabi Crops,,664,25
Mohol,Sorgum(Jawar),2015,2015-11,2152,Kharif Crops,1590.0,664,33
Gevrai,Wheat(Husked),2015,2015-04,1779,Rabi Crops,1525.0,663,36
Mukhed,Pigeon Pea (Tur),2015,2015-12,8910,Kharif Crops,4425.0,663,8
Phaltan,Bajri,2015,2015-12,1650,Kharif Crops,1275.0,663,42
Ausa,Pigeon Pea (Tur),2015,2015-07,7112,Kharif Crops,4425.0,663,10
Parli-Vaijnath,Pigeon Pea (Tur),2015,2015-12,8742,Kharif Crops,4425.0,662,8
Pulgaon,Pigeon Pea (Tur),2016,2016-03,7872,Kharif Crops,4625.0,662,9
Jalna,Pigeon Pea (Tur),2014,2014-10,4585,Kharif Crops,4350.0,662,15
Bhokar,Pigeon Pea (Tur),2015,2015-12,8455,Kharif Crops,4425.0,662,8
Lasalgaon,Bajri,2016,2016-02,1602,Kharif Crops,1330.0,661,40
Nira-Saswad,Pigeon Pea (Tur),2016,2016-03,5550,Kharif Crops,4625.0,660,12
Chandur Rly.,Pigeon Pea (Tur),2015,2015-02,5517,Kharif Crops,4425.0,660,12
Nira-Saswad,Wheat(Husked),2015,2015-12,1905,Rabi Crops,1525.0,660,35
Akole,Wheat(Husked),2016,2016-09,1705,Rabi Crops,,660,37
Latur,Sunflower,2015,2015-12,3677,Kharif Crops,3800.0,660,19
Arvi,Pigeon Pea (Tur),2015,2015-06,7052,Kharif Crops,4425.0,660,10
Wardha,Pigeon Pea (Tur),2016,2016-09,6674,Kharif Crops,4625.0,660,10
Lasur Station,Wheat(Husked),2015,2015-03,1490,Rabi Crops,1525.0,660,41
Kalamb (Os),Wheat(Husked),2016,2016-02,2422,Rabi Crops,,660,29
Udgir,Pigeon Pea (Tur),2014,2014-10,4865,Kharif Crops,4350.0,659,14
Partur,Pigeon Pea (Tur),2016,2016-10,6177,Kharif Crops,4625.0,659,12
Malegaon,Pigeon Pea (Tur),2016,2016-07,7011,Kharif Crops,4625.0,659,9
Kalmeshwar,Pigeon Pea (Tur),2016,2016-07,7905,Kharif Crops,4625.0,659,9
Ghatanji,Pigeon Pea (Tur),2016,2016-02,7706,Kharif Crops,4625.0,659,9
Amarawati,Sesamum,2016,2016-10,6293,Kharif Crops,4800.0,658,11
Sindi (Selu),Cotton,2015,2015-05,3939,Kharif Crops,3800.0,658,17
Kada (Ashti),Sorgum(Jawar),2016,2016-06,1929,Kharif Crops,1650.0,658,34
Shegaon,Pigeon Pea (Tur),2016,2016-02,7893,Kharif Crops,4625.0,658,9
Gevrai,Wheat(Husked),2015,2015-05,1727,Rabi Crops,1525.0,658,37
Umared,Wheat(Husked),2015,2015-04,1821,Rabi Crops,1525.0,657,36
Murum,Pigeon Pea (Tur),2016,2016-05,8693,Kharif Crops,4625.0,657,8
Ashti-Karanja,Pigeon Pea (Tur),2016,2016-05,8133,Kharif Crops,4625.0,657,9
Dudhani,Pigeon Pea (Tur),2015,2015-03,6148,Kharif Crops,4425.0,657,11
Vani,Pigeon Pea (Tur),2015,2015-02,5288,Kharif Crops,4425.0,657,13
Dhule,Pigeon Pea (Tur),2015,2015-07,5293,Kharif Crops,4425.0,657,14
Parli-Vaijnath,Pigeon Pea (Tur),2015,2015-06,6564,Kharif Crops,4425.0,657,11
Ambad(Vadi Godri),Pigeon Pea (Tur),2016,2016-07,8180,Kharif Crops,4625.0,656,9
Morshi,Pigeon Pea (Tur),2016,2016-02,7726,Kharif Crops,4625.0,656,9
Partur,Sorgum(Jawar),2015,2015-01,1212,Kharif Crops,1590.0,656,46
Majalgaon,Pigeon Pea (Tur),2016,2016-07,8850,Kharif Crops,4625.0,655,8
Mangalwedha,Sorgum(Jawar),2015,2015-05,1660,Kharif Crops,1590.0,655,45
Ambad(Vadi Godri),Pigeon Pea (Tur),2015,2015-02,5258,Kharif Crops,4425.0,655,13
Indapur-Bhigwan,Bajri,2016,2016-08,1725,Kharif Crops,1330.0,655,36
Kej,Pigeon Pea (Tur),2016,2016-08,5990,Kharif Crops,4625.0,655,11
Jamner,Cotton,2016,2016-05,4741,Kharif Crops,3860.0,655,15
Kurdwadi-Modnimb,Wheat(Husked),2015,2015-01,1527,Rabi Crops,1525.0,654,38
Indapur (Nimgaon Ketki),Wheat(Husked),2016,2016-05,2075,Rabi Crops,,654,35
Pusad,Pigeon Pea (Tur),2016,2016-04,8929,Kharif Crops,4625.0,653,8
Pathari,Bajri,2016,2016-05,1491,Kharif Crops,1330.0,653,51
Solapur,Wheat(Husked),2015,2015-12,2358,Rabi Crops,1525.0,653,27
Hingoli,Pigeon Pea (Tur),2016,2016-10,6682,Kharif Crops,4625.0,653,11
Pachora,Pigeon Pea (Tur),2016,2016-01,7290,Kharif Crops,4625.0,653,9
Nira-Saswad,Bajri,2016,2016-04,1900,Kharif Crops,1330.0,653,35
Mangalwedha,Sorgum(Jawar),2016,2016-07,2132,Kharif Crops,1650.0,653,32
Shegaon,Pigeon Pea (Tur),2016,2016-08,5987,Kharif Crops,4625.0,653,12
Yeotmal,Pigeon Pea (Tur),2016,2016-08,5538,Kharif Crops,4625.0,652,12
Nira-Saswad,Wheat(Husked),2016,2016-08,1886,Rabi Crops,,652,35
Bhivandi,Rice(Paddyhus),2014,2014-12,1814,Kharif Crops,1400.0,652,37
Dound,Sorgum(Jawar),2014,2014-12,2142,Kharif Crops,1550.0,652,32
Ausa,Sunflower,2016,2016-01,3952,Kharif Crops,3850.0,652,18
Gevrai,Sorgum(Jawar),2015,2015-01,1977,Kharif Crops,1590.0,652,34
Gangakhed,Cotton,2016,2016-04,4606,Kharif Crops,3860.0,651,15
Kada (Ashti),Sorgum(Jawar),2016,2016-07,1850,Kharif Crops,1650.0,651,34
Nandurbar,Sunflower,2015,2015-03,4321,Kharif Crops,3800.0,651,16
Gevrai,Wheat(Husked),2015,2015-11,1896,Rabi Crops,1525.0,651,35
Indapur-Bhigwan,Pigeon Pea (Tur),2016,2016-05,6596,Kharif Crops,4625.0,651,11
Sillod-Bharadi,Pigeon Pea (Tur),2015,2015-08,5551,Kharif Crops,4425.0,651,13
Umared,Wheat(Husked),2016,2016-08,1983,Rabi Crops,,650,34
Buldhana,Pigeon Pea (Tur),2015,2015-01,3700,Kharif Crops,4425.0,650,18
Lonand,Sorgum(Jawar),2016,2016-11,1975,Kharif Crops,1650.0,650,33
Lasalgaon,Bajri,2016,2016-08,1811,Kharif Crops,1330.0,650,39
Mantha,Wheat(Husked),2016,2016-01,1675,Rabi Crops,,650,38
Akole,Wheat(Husked),2016,2016-10,1731,Rabi Crops,,650,36
Aarni,Pigeon Pea (Tur),2015,2015-04,5825,Kharif Crops,4425.0,650,12
Barshi-Vairag,Sorgum(Jawar),2015,2015-12,2033,Kharif Crops,1590.0,650,31
Kej,Pigeon Pea (Tur),2015,2015-07,5867,Kharif Crops,4425.0,650,11
Buldhana,Sorgum(Jawar),2014,2014-11,1500,Kharif Crops,1550.0,650,45
Sangrampur,Pigeon Pea (Tur),2016,2016-07,8400,Kharif Crops,4625.0,650,8
Nagpur,Paddyunhusked,2014,2014-12,1773,Kharif Crops,1360.0,650,37
Nira,Rice(Paddyhus),2015,2015-05,3275,Kharif Crops,1450.0,650,20
Nira-Saswad,Bajri,2016,2016-09,1850,Kharif Crops,1330.0,650,36
Lasur Station,Sorgum(Jawar),2014,2014-11,1619,Kharif Crops,1550.0,650,41
Indapur,Bajri,2016,2016-11,1700,Kharif Crops,1330.0,649,44
Baramati,Sorgum(Jawar),2015,2015-04,1760,Kharif Crops,1590.0,649,36
Sonpeth,Pigeon Pea (Tur),2016,2016-01,8794,Kharif Crops,4625.0,649,8
Nagpur,Paddyunhusked,2014,2014-11,1736,Kharif Crops,1360.0,649,38
Hinganghat,Pigeon Pea (Tur),2015,2015-01,4998,Kharif Crops,4425.0,648,13
Manmad,Sorgum(Jawar),2016,2016-07,1821,Kharif Crops,1650.0,648,39
Ambad(Vadi Godri),Wheat(Husked),2016,2016-08,1871,Rabi Crops,,648,34
Mangalwedha,Wheat(Husked),2015,2015-02,1918,Rabi Crops,1525.0,647,38
Jintur,Sorgum(Jawar),2015,2015-04,1473,Kharif Crops,1590.0,647,46
Savner,Pigeon Pea (Tur),2016,2016-10,5629,Kharif Crops,4625.0,647,12
Jintur-Bori,Pigeon Pea (Tur),2015,2015-06,6254,Kharif Crops,4425.0,647,11
Dhamangaon-Rly,Pigeon Pea (Tur),2015,2015-07,7356,Kharif Crops,4425.0,646,9
Nira-Saswad,Sorgum(Jawar),2016,2016-02,1895,Kharif Crops,1650.0,646,34
Indapur,Sorgum(Jawar),2016,2016-01,2225,Kharif Crops,1650.0,646,29
Barshi-Vairag,Sorgum(Jawar),2016,2016-08,2091,Kharif Crops,1650.0,646,31
Jintur,Pigeon Pea (Tur),2016,2016-04,8671,Kharif Crops,4625.0,646,8
Kalamb (Os),Wheat(Husked),2016,2016-09,2142,Rabi Crops,,645,31
Kundalwadi,Pigeon Pea (Tur),2016,2016-01,8521,Kharif Crops,4625.0,645,8
Tumsar,Rice(Paddyhus),2016,2016-03,3217,Kharif Crops,1510.0,645,22
Varora,Pigeon Pea (Tur),2015,2015-04,6533,Kharif Crops,4425.0,645,10
Kille Dharur,Wheat(Husked),2015,2015-05,2355,Rabi Crops,1525.0,644,28
Pathardi,Wheat(Husked),2015,2015-04,1761,Rabi Crops,1525.0,644,36
Hadgaon-Tamsa,Pigeon Pea (Tur),2016,2016-01,8704,Kharif Crops,4625.0,644,8
Baramati,Bajri,2016,2016-04,1867,Kharif Crops,1330.0,644,33
Varora,Pigeon Pea (Tur),2016,2016-07,7925,Kharif Crops,4625.0,643,9
Jintur,Pigeon Pea (Tur),2015,2015-07,6386,Kharif Crops,4425.0,643,11
Manmad,Pigeon Pea (Tur),2016,2016-02,6826,Kharif Crops,4625.0,643,10
Mangalwedha,Wheat(Husked),2014,2014-09,1709,Rabi Crops,1450.0,642,38
Phaltan,Bajri,2015,2015-02,1450,Kharif Crops,1275.0,642,41
Mohol,Sorgum(Jawar),2016,2016-10,2135,Kharif Crops,1650.0,642,33
Mohol,Pigeon Pea (Tur),2015,2015-01,5056,Kharif Crops,4425.0,642,13
Babhulgaon,Pigeon Pea (Tur),2015,2015-02,5317,Kharif Crops,4425.0,642,13
Ghatanji,Pigeon Pea (Tur),2016,2016-06,8242,Kharif Crops,4625.0,642,8
Ashti-Karanja,Pigeon Pea (Tur),2016,2016-06,8154,Kharif Crops,4625.0,642,8
Buldhana,Pigeon Pea (Tur),2016,2016-03,7475,Kharif Crops,4625.0,641,9
Nandura,Pigeon Pea (Tur),2016,2016-03,8347,Kharif Crops,4625.0,641,8
Pathardi,Wheat(Husked),2015,2015-08,1739,Rabi Crops,1525.0,641,34
Hingoli,Pigeon Pea (Tur),2016,2016-04,9155,Kharif Crops,4625.0,641,8
Ambad(Vadi Godri),Maize,2015,2015-02,1050,Kharif Crops,1325.0,641,50
Ambejogai,Sesamum,2014,2014-12,10080,Kharif Crops,4600.0,640,7
Mehkar,Wheat(Husked),2015,2015-02,1543,Rabi Crops,1525.0,640,40
Mantha,Wheat(Husked),2016,2016-03,1890,Rabi Crops,,640,32
Indapur,Sorgum(Jawar),2016,2016-11,2400,Kharif Crops,1650.0,640,28
Shirpur,Pigeon Pea (Tur),2015,2015-03,4688,Kharif Crops,4425.0,640,14
Tuljapur,Pigeon Pea (Tur),2015,2015-12,9480,Kharif Crops,4425.0,640,7
Ralegaon,Cotton,2016,2016-05,4761,Kharif Crops,3860.0,640,14
Lasalgaon,Sunflower,2015,2015-01,4001,Kharif Crops,3800.0,640,18
Latur,Sunflower,2014,2014-09,2917,Kharif Crops,3750.0,639,23
Kille Dharur,Bajri,2015,2015-11,1992,Kharif Crops,1275.0,639,35
Hinganghat,Pigeon Pea (Tur),2014,2014-09,4679,Kharif Crops,4350.0,639,14
Ulhasnagar,Sorgum(Jawar),2016,2016-11,2146,Kharif Crops,1650.0,639,32
Ausa,Pigeon Pea (Tur),2015,2015-04,6376,Kharif Crops,4425.0,638,11
Daryapur,Pigeon Pea (Tur),2016,2016-11,5615,Kharif Crops,4625.0,638,12
Tumsar,Rice(Paddyhus),2016,2016-08,2289,Kharif Crops,1510.0,638,30
Pachora,Sunflower,2015,2015-12,3529,Kharif Crops,3800.0,638,19
Mangalwedha,Sorgum(Jawar),2015,2015-07,1611,Kharif Crops,1590.0,638,41
Phaltan,Wheat(Husked),2016,2016-06,1863,Rabi Crops,,638,35
Baramati,Sorgum(Jawar),2014,2014-11,2025,Kharif Crops,1550.0,637,31
Zarijamini,Pigeon Pea (Tur),2015,2015-03,5358,Kharif Crops,4425.0,637,13
Partur,Pigeon Pea (Tur),2015,2015-03,5000,Kharif Crops,4425.0,637,13
Lasalgaon,Wheat(Husked),2015,2015-05,1413,Rabi Crops,1525.0,637,38
Katol,Pigeon Pea (Tur),2016,2016-09,6354,Kharif Crops,4625.0,637,11
Nira-Saswad,Wheat(Husked),2015,2015-11,1879,Rabi Crops,1525.0,637,34
Bhokar,Cotton,2015,2015-06,4000,Kharif Crops,3800.0,636,16
Indapur (Nimgaon Ketki),Sorgum(Jawar),2015,2015-10,1610,Kharif Crops,1590.0,636,43
Risod,Pigeon Pea (Tur),2016,2016-08,5720,Kharif Crops,4625.0,636,12
Paranda,Sorgum(Jawar),2016,2016-06,1775,Kharif Crops,1650.0,636,37
Majalgaon,Bajri,2016,2016-02,1715,Kharif Crops,1330.0,635,40
Chopda,Sunflower,2015,2015-01,3014,Kharif Crops,3800.0,635,23
Chandur Bajar,Pigeon Pea (Tur),2016,2016-10,6336,Kharif Crops,4625.0,635,11
Jalna,Bajri,2014,2014-12,1390,Kharif Crops,1250.0,635,48
Khamgaon,Pigeon Pea (Tur),2016,2016-11,5749,Kharif Crops,4625.0,635,12
Umared,Wheat(Husked),2016,2016-03,1700,Rabi Crops,,635,34
Jintur-Bori,Pigeon Pea (Tur),2016,2016-04,8491,Kharif Crops,4625.0,635,8
Nira-Saswad,Bajri,2016,2016-11,1877,Kharif Crops,1330.0,635,34
Rajura,Cotton,2015,2015-04,3896,Kharif Crops,3800.0,634,17
Pusad,Wheat(Husked),2016,2016-04,1827,Rabi Crops,,634,35
Savner,Pigeon Pea (Tur),2016,2016-06,8245,Kharif Crops,4625.0,634,8
Ambejogai,Sesamum,2015,2015-01,8948,Kharif Crops,4700.0,634,8
Tumsar,Rice(Paddyhus),2016,2016-05,2840,Kharif Crops,1510.0,634,24
Nandgaon Khandeshwar,Pigeon Pea (Tur),2016,2016-08,5969,Kharif Crops,4625.0,634,11
Kej,Wheat(Husked),2015,2015-11,1929,Rabi Crops,1525.0,634,30
Ashti-Karanja,Pigeon Pea (Tur),2015,2015-12,7852,Kharif Crops,4425.0,633,9
Mantha,Pigeon Pea (Tur),2015,2015-05,5933,Kharif Crops,4425.0,633,11
Barshi-Vairag,Sorgum(Jawar),2016,2016-05,1992,Kharif Crops,1650.0,633,31
Akole,Wheat(Husked),2016,2016-04,1725,Rabi Crops,,633,35
Nira-Saswad,Wheat(Husked),2016,2016-10,1916,Rabi Crops,,633,34
Babhulgaon,Pigeon Pea (Tur),2016,2016-03,7872,Kharif Crops,4625.0,633,9
Kej,Sesamum,2016,2016-01,7134,Kharif Crops,4800.0,633,9
Ausa,Pigeon Pea (Tur),2014,2014-12,5161,Kharif Crops,4350.0,633,13
Partur,Sorgum(Jawar),2014,2014-11,1390,Kharif Crops,1550.0,632,43
Akot,Pigeon Pea (Tur),2016,2016-05,8473,Kharif Crops,4625.0,631,8
Chopda,Pigeon Pea (Tur),2016,2016-02,7467,Kharif Crops,4625.0,631,9
Dhamangaon-Rly,Pigeon Pea (Tur),2015,2015-02,5479,Kharif Crops,4425.0,631,12
Chopda,Sunflower,2015,2015-06,2806,Kharif Crops,3800.0,631,25
Jamner-Neri,Cotton,2016,2016-05,4730,Kharif Crops,3860.0,631,15
Indapur-Bhigwan,Wheat(Husked),2016,2016-05,1825,Rabi Crops,,631,33
Alibag,Rice(Paddyhus),2015,2015-12,3657,Kharif Crops,1450.0,630,18
Akole,Paddyunhusked,2016,2016-09,1645,Kharif Crops,1470.0,630,35
Indapur,Wheat(Husked),2016,2016-07,2075,Rabi Crops,,630,31
Shrigonda,Sorgum(Jawar),2016,2016-01,1820,Kharif Crops,1650.0,630,33
Mangrulpeer,Wheat(Husked),2016,2016-02,1735,Rabi Crops,,629,37
Gangapur,Bajri,2016,2016-03,1633,Kharif Crops,1330.0,628,35
Umarga,Pigeon Pea (Tur),2015,2015-05,6609,Kharif Crops,4425.0,628,10
Baramati,Sorgum(Jawar),2016,2016-02,1835,Kharif Crops,1650.0,628,34
Gevrai,Cotton,2016,2016-01,4308,Kharif Crops,3860.0,628,16
Jamkhed,Pigeon Pea (Tur),2016,2016-04,7143,Kharif Crops,4625.0,627,9
Lonar,Pigeon Pea (Tur),2015,2015-01,5263,Kharif Crops,4425.0,627,12
Dudhani,Sorgum(Jawar),2014,2014-11,1409,Kharif Crops,1550.0,627,44
Indapur-Bhigwan,Bajri,2016,2016-02,1625,Kharif Crops,1330.0,627,37
Barshi,Wheat(Husked),2015,2015-03,1777,Rabi Crops,1525.0,627,35
Arvi,Cotton,2015,2015-05,4343,Kharif Crops,3800.0,626,15
Anajngaon Surji,Pigeon Pea (Tur),2016,2016-09,6486,Kharif Crops,4625.0,626,10
Dhule,Bajri,2016,2016-11,1499,Kharif Crops,1330.0,626,45
Kurdwadi,Sorgum(Jawar),2015,2015-10,1502,Kharif Crops,1590.0,626,42
Dudhani,Bajri,2016,2016-10,1655,Kharif Crops,1330.0,625,41
Nandgaon,Wheat(Husked),2016,2016-02,2252,Rabi Crops,,625,32
Murud,Rice(Paddyhus),2016,2016-02,2854,Kharif Crops,1510.0,625,22
Kalamb (Os),Wheat(Husked),2016,2016-10,2338,Rabi Crops,,625,26
Akhadabalapur,Pigeon Pea (Tur),2016,2016-07,8188,Kharif Crops,4625.0,625,8
Jintur-Bori,Pigeon Pea (Tur),2016,2016-01,8300,Kharif Crops,4625.0,625,8
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),2016,2016-11,5188,Kharif Crops,4625.0,625,13
Chopda,Sesamum,2015,2015-12,6008,Kharif Crops,4700.0,625,11
Pathardi,Wheat(Husked),2014,2014-12,1767,Rabi Crops,1450.0,625,35
Hingoli,Pigeon Pea (Tur),2015,2015-11,7835,Kharif Crops,4425.0,625,9
Pune,Gr.Nut Kernels,2016,2016-01,7949,Kharif Crops,4120.0,625,8
Sillod-Bharadi,Pigeon Pea (Tur),2014,2014-11,3300,Kharif Crops,4350.0,625,19
Sailu,Pigeon Pea (Tur),2015,2015-12,8147,Kharif Crops,4425.0,625,8
Gevrai,Wheat(Husked),2015,2015-12,1750,Rabi Crops,1525.0,624,35
Aurangabad,Sorgum(Jawar),2014,2014-11,1946,Kharif Crops,1550.0,624,32
Ambad(Vadi Godri),Sorgum(Jawar),2016,2016-06,1810,Kharif Crops,1650.0,623,35
Majalgaon,Sorgum(Jawar),2015,2015-11,1813,Kharif Crops,1590.0,623,36
Malegaon,Bajri,2016,2016-08,1980,Kharif Crops,1330.0,623,33
Nandura,Pigeon Pea (Tur),2016,2016-04,9166,Kharif Crops,4625.0,623,8
Shegaon,Pigeon Pea (Tur),2016,2016-07,8012,Kharif Crops,4625.0,623,8
Nandurbar,Sunflower,2015,2015-05,3168,Kharif Crops,3800.0,623,20
Umared,Pigeon Pea (Tur),2015,2015-07,6613,Kharif Crops,4425.0,623,10
Barshi,Pigeon Pea (Tur),2015,2015-09,7857,Kharif Crops,4425.0,622,8
Amalner,Pigeon Pea (Tur),2016,2016-03,6549,Kharif Crops,4625.0,622,10
Sangrampur-Varvatbakal,Pigeon Pea (Tur),2016,2016-11,5114,Kharif Crops,4625.0,622,13
Sindi (Selu),Cotton,2016,2016-03,4147,Kharif Crops,3860.0,622,16
Kalvan,Pigeon Pea (Tur),2015,2015-12,7986,Kharif Crops,4425.0,622,8
Osmanabad,Wheat(Husked),2016,2016-03,2738,Rabi Crops,,622,23
Barshi-Vairag,Pigeon Pea (Tur),2015,2015-02,5075,Kharif Crops,4425.0,622,13
Daryapur,Pigeon Pea (Tur),2016,2016-10,6433,Kharif Crops,4625.0,621,10
